No,nama_makanan,kategori,berat_gr,kalori,protein
165,Ayam Goreng Kecap,hewani,300,857.63,66.0
166,Susu Kambing Tumis,hewani,100,298.95,23.2
166,Susu Kambing Tumis,hewani,200,594.04,56.34
166,Susu Kambing Tumis,hewani,300,767.44,84.28
167,Abon Sapi Kuah,hewani,100,221.44,27.43
167,Abon Sapi Kuah,hewani,200,551.71,52.58
167,Abon Sapi Kuah,hewani,300,560.59,72.26
168,Ayam Taliwang Kecap,hewani,100,268.71,20.03
168,Ayam Taliwang Kecap,hewani,200,422.68,43.01
168,Ayam Taliwang Kecap,hewani,300,899.81,47.21
169,Tongseng Tumis,hewani,100,234.94,18.6
169,Tongseng Tumis,hewani,200,433.58,40.18
169,Tongseng Tumis,hewani,300,593.76,60.94
170,Ikan Lele Sambal,hewani,100,230.06,22.68
170,Ikan Lele Sambal,hewani,200,381.02,50.86
170,Ikan Lele Sambal,hewani,300,757.66,66.52
171,Gulai Kambing Sambal,hewani,100,202.07,25.06
171,Gulai Kambing Sambal,hewani,200,455.14,41.69
171,Gulai Kambing Sambal,hewani,300,777.59,46.66
172,Kerang Saus Padang Rebus,hewani,100,185.76,23.42
172,Kerang Saus Padang Rebus,hewani,200,378.65,40.97
172,Kerang Saus Padang Rebus,hewani,300,587.84,80.53
173,Ikan Asin Jambal Sambal,hewani,100,198.58,28.07
173,Ikan Asin Jambal Sambal,hewani,200,479.49,55.67
173,Ikan Asin Jambal Sambal,hewani,300,478.8,49.18
174,Ayam Bakar Balado,hewani,100,241.57,21.58
174,Ayam Bakar Balado,hewani,200,444.29,34.84
174,Ayam Bakar Balado,hewani,300,649.93,77.23
175,Sate Padang Tumis,hewani,100,222.32,23.92
175,Sate Padang Tumis,hewani,200,471.42,54.91
175,Sate Padang Tumis,hewani,300,840.47,46.69
176,Opor Ayam Rebus,hewani,100,293.37,22.03
176,Opor Ayam Rebus,hewani,200,381.82,48.09
176,Opor Ayam Rebus,hewani,300,555.08,82.31
177,Soto Ayam Kuah,hewani,100,221.43,15.7
177,Soto Ayam Kuah,hewani,200,372.73,46.68
177,Soto Ayam Kuah,hewani,300,709.86,71.31
178,Kerang Saus Padang Goreng,hewani,100,261.77,26.91
178,Kerang Saus Padang Goreng,hewani,200,598.31,34.49
178,Kerang Saus Padang Goreng,hewani,300,775.45,82.73
179,Susu Sapi Sambal,hewani,100,179.76,21.99
179,Susu Sapi Sambal,hewani,200,394.89,58.82
179,Susu Sapi Sambal,hewani,300,496.7,69.79
180,Ikan Patin Tumis,hewani,100,221.01,20.94
180,Ikan Patin Tumis,hewani,200,535.2,34.22
180,Ikan Patin Tumis,hewani,300,603.28,65.8
181,Ikan Asin Jambal Rebus,hewani,100,201.46,26.07
181,Ikan Asin Jambal Rebus,hewani,200,512.49,58.14
181,Ikan Asin Jambal Rebus,hewani,300,470.42,53.23
182,Ayam Taliwang Kuah,hewani,100,150.24,24.34
182,Ayam Taliwang Kuah,hewani,200,598.6,46.23
182,Ayam Taliwang Kuah,hewani,300,840.78,60.97
183,Udang Balado Goreng,hewani,100,186.94,15.52
183,Udang Balado Goreng,hewani,200,400.8,34.67
183,Udang Balado Goreng,hewani,300,616.3,81.53
184,Kerang Hijau Sambal,hewani,100,281.07,16.7
184,Kerang Hijau Sambal,hewani,200,522.07,38.54
184,Kerang Hijau Sambal,hewani,300,892.83,67.25
185,Ayam Broiler Kuah,hewani,100,171.2,19.38
185,Ayam Broiler Kuah,hewani,200,560.78,40.72
185,Ayam Broiler Kuah,hewani,300,679.36,47.13
186,Sate Padang Bakar,hewani,100,208.57,25.75
186,Sate Padang Bakar,hewani,200,486.27,36.05
186,Sate Padang Bakar,hewani,300,585.85,72.83
187,Ikan Patin Balado,hewani,100,186.31,26.38
187,Ikan Patin Balado,hewani,200,485.91,57.97
187,Ikan Patin Balado,hewani,300,572.04,62.99
188,Ayam Penyet Tumis,hewani,100,155.97,23.86
188,Ayam Penyet Tumis,hewani,200,305.76,39.9
188,Ayam Penyet Tumis,hewani,300,700.33,79.81
189,Susu Sapi Balado,hewani,100,281.66,26.19
189,Susu Sapi Balado,hewani,200,363.28,51.12
189,Susu Sapi Balado,hewani,300,529.86,68.49
190,Ayam Taliwang Tumis,hewani,100,255.08,26.0
190,Ayam Taliwang Tumis,hewani,200,503.52,32.45
190,Ayam Taliwang Tumis,hewani,300,701.0,86.24
191,Sate Ayam Rebus,hewani,100,171.85,18.21
191,Sate Ayam Rebus,hewani,200,467.65,31.02
191,Sate Ayam Rebus,hewani,300,518.97,49.59
192,Udang Balado Balado,hewani,100,281.39,23.15
192,Udang Balado Balado,hewani,200,348.49,57.44
192,Udang Balado Balado,hewani,300,857.63,64.95
193,Kerang Saus Padang Tumis,hewani,100,260.41,22.84
193,Kerang Saus Padang Tumis,hewani,200,490.06,46.95
193,Kerang Saus Padang Tumis,hewani,300,614.82,85.72
194,Pepes Ikan Bakar,hewani,100,199.48,17.79
194,Pepes Ikan Bakar,hewani,200,537.46,38.99
194,Pepes Ikan Bakar,hewani,300,490.48,57.9
195,Telur Dadar Padang Rebus,hewani,100,162.83,27.72
195,Telur Dadar Padang Rebus,hewani,200,516.58,56.26
195,Telur Dadar Padang Rebus,hewani,300,640.21,55.85
196,Semur Daging Tumis,hewani,100,231.26,18.14
196,Semur Daging Tumis,hewani,200,458.23,34.99
196,Semur Daging Tumis,hewani,300,626.52,49.85
197,Cumi Goreng Tepung Balado,hewani,100,248.56,24.35
197,Cumi Goreng Tepung Balado,hewani,200,349.73,56.25
197,Cumi Goreng Tepung Balado,hewani,300,703.74,68.35
198,Ikan Bakar Kuah,hewani,100,159.41,17.21
198,Ikan Bakar Kuah,hewani,200,446.64,33.56
198,Ikan Bakar Kuah,hewani,300,570.87,48.8
199,Rendang Tumis,hewani,100,230.84,22.38
199,Rendang Tumis,hewani,200,576.31,41.15
199,Rendang Tumis,hewani,300,676.64,88.53
200,Ikan Patin Sambal,hewani,100,174.97,17.25
200,Ikan Patin Sambal,hewani,200,586.11,39.91
200,Ikan Patin Sambal,hewani,300,647.67,79.5
201,Telur Ayam Tumis,hewani,100,176.81,27.01
201,Telur Ayam Tumis,hewani,200,370.35,52.81
201,Telur Ayam Tumis,hewani,300,871.63,55.3
202,Daging Kambing Sambal,hewani,100,260.97,27.43
202,Daging Kambing Sambal,hewani,200,445.79,46.03
202,Daging Kambing Sambal,hewani,300,760.85,56.7
203,Paru Sapi Sambal,hewani,100,179.88,15.69
203,Paru Sapi Sambal,hewani,200,390.69,33.23
203,Paru Sapi Sambal,hewani,300,849.04,75.37
204,Sate Padang Rebus,hewani,100,242.04,27.9
204,Sate Padang Rebus,hewani,200,564.65,38.31
204,Sate Padang Rebus,hewani,300,840.96,67.65
205,Empal Gepuk Tumis,hewani,100,176.46,19.2
205,Empal Gepuk Tumis,hewani,200,380.42,43.56
205,Empal Gepuk Tumis,hewani,300,514.72,71.95
206,Soto Betawi Kecap,hewani,100,223.89,29.42
206,Soto Betawi Kecap,hewani,200,350.24,52.02
206,Soto Betawi Kecap,hewani,300,810.61,82.19
207,Cumi Kuah,hewani,100,181.02,17.22
207,Cumi Kuah,hewani,200,330.91,48.75
207,Cumi Kuah,hewani,300,803.44,71.38
208,Soto Betawi Sambal,hewani,100,170.57,17.75
208,Soto Betawi Sambal,hewani,200,467.44,32.66
208,Soto Betawi Sambal,hewani,300,899.03,47.51
209,Kerang Saus Padang Kecap,hewani,100,176.07,21.14
209,Kerang Saus Padang Kecap,hewani,200,543.59,42.9
209,Kerang Saus Padang Kecap,hewani,300,503.83,56.52
210,Ikan Bandeng Balado,hewani,100,259.47,15.99
210,Ikan Bandeng Balado,hewani,200,430.65,45.19
210,Ikan Bandeng Balado,hewani,300,491.78,63.6
211,Udang Kuah,hewani,100,290.88,21.81
211,Udang Kuah,hewani,200,320.32,57.92
211,Udang Kuah,hewani,300,629.03,87.3
212,Sate Padang Sambal,hewani,100,299.52,27.71
212,Sate Padang Sambal,hewani,200,408.82,55.89
212,Sate Padang Sambal,hewani,300,723.36,87.62
213,Ayam Bakar Kuah,hewani,100,158.67,15.76
213,Ayam Bakar Kuah,hewani,200,338.52,36.6
213,Ayam Bakar Kuah,hewani,300,623.06,56.99
214,Pindang Patin Tumis,hewani,100,236.71,17.67
214,Pindang Patin Tumis,hewani,200,377.04,51.84
214,Pindang Patin Tumis,hewani,300,812.74,47.97
215,Ayam Kampung Bakar,hewani,100,241.38,27.86
215,Ayam Kampung Bakar,hewani,200,553.72,35.48
215,Ayam Kampung Bakar,hewani,300,481.33,47.79
216,Tongseng Bakar,hewani,100,294.47,16.37
216,Tongseng Bakar,hewani,200,475.24,33.33
216,Tongseng Bakar,hewani,300,624.07,55.56
217,Hati Ayam Rebus,hewani,100,167.27,21.95
217,Hati Ayam Rebus,hewani,200,382.04,31.19
217,Hati Ayam Rebus,hewani,300,814.24,46.78
218,Susu Sapi Rebus,hewani,100,232.74,29.3
218,Susu Sapi Rebus,hewani,200,590.43,39.24
218,Susu Sapi Rebus,hewani,300,766.63,64.25
219,Ikan Nila Goreng,hewani,100,262.61,22.74
219,Ikan Nila Goreng,hewani,200,501.51,40.44
219,Ikan Nila Goreng,hewani,300,772.07,55.24
220,Pindang Patin Sambal,hewani,100,258.46,20.2
220,Pindang Patin Sambal,hewani,200,526.97,37.42
220,Pindang Patin Sambal,hewani,300,739.04,68.96
221,Ikan Nila Rebus,hewani,100,188.33,21.87
221,Ikan Nila Rebus,hewani,200,545.91,48.18
221,Ikan Nila Rebus,hewani,300,545.94,87.52
222,Semur Daging Balado,hewani,100,187.69,27.6
222,Semur Daging Balado,hewani,200,582.52,32.43
222,Semur Daging Balado,hewani,300,583.83,50.29
223,Ayam Bakar Sambal,hewani,100,232.55,26.96
223,Ayam Bakar Sambal,hewani,200,470.08,37.0
223,Ayam Bakar Sambal,hewani,300,680.64,63.34
224,Daging Sapi Kuah,hewani,100,179.38,28.92
224,Daging Sapi Kuah,hewani,200,462.49,52.42
224,Daging Sapi Kuah,hewani,300,537.91,70.57
225,Kerang Dara Sambal,hewani,100,232.48,15.73
225,Kerang Dara Sambal,hewani,200,558.83,44.37
225,Kerang Dara Sambal,hewani,300,685.64,56.84
226,Daging Sapi Bakar,hewani,100,194.68,21.0
226,Daging Sapi Bakar,hewani,200,571.29,54.59
226,Daging Sapi Bakar,hewani,300,589.78,46.06
227,Telur Ayam Goreng,hewani,100,223.8,28.92
227,Telur Ayam Goreng,hewani,200,320.32,35.0
227,Telur Ayam Goreng,hewani,300,452.78,57.43
228,Ayam Geprek Rebus,hewani,100,286.17,21.6
228,Ayam Geprek Rebus,hewani,200,596.08,59.35
228,Ayam Geprek Rebus,hewani,300,468.74,45.22
229,Ikan Bandeng Bakar,hewani,100,289.72,26.4
229,Ikan Bandeng Bakar,hewani,200,392.22,55.75
229,Ikan Bandeng Bakar,hewani,300,812.56,49.9
230,Pepes Ikan Kecap,hewani,100,294.76,27.05
230,Pepes Ikan Kecap,hewani,200,482.57,39.17
230,Pepes Ikan Kecap,hewani,300,507.99,87.69
231,Rendang Sambal,hewani,100,260.85,24.75
231,Rendang Sambal,hewani,200,345.26,56.88
231,Rendang Sambal,hewani,300,639.82,66.09
232,Kerang Hijau Balado,hewani,100,203.39,22.51
232,Kerang Hijau Balado,hewani,200,536.39,55.42
232,Kerang Hijau Balado,hewani,300,807.19,56.95
233,Ayam Taliwang Balado,hewani,100,294.02,21.29
233,Ayam Taliwang Balado,hewani,200,344.41,45.25
233,Ayam Taliwang Balado,hewani,300,588.59,72.37
234,Telur Puyuh Balado,hewani,100,153.69,19.67
234,Telur Puyuh Balado,hewani,200,599.46,32.78
234,Telur Puyuh Balado,hewani,300,573.97,63.41
235,Sate Ayam Bakar,hewani,100,168.42,19.97
235,Sate Ayam Bakar,hewani,200,316.0,41.99
235,Sate Ayam Bakar,hewani,300,615.49,84.86
236,Gulai Kambing Balado,hewani,100,155.25,29.66
236,Gulai Kambing Balado,hewani,200,314.25,56.42
236,Gulai Kambing Balado,hewani,300,458.17,65.33
237,Udang Balado Rebus,hewani,100,182.26,25.03
237,Udang Balado Rebus,hewani,200,370.09,46.12
237,Udang Balado Rebus,hewani,300,576.77,51.01
238,Udang Goreng,hewani,100,266.05,27.14
238,Udang Goreng,hewani,200,344.56,51.78
238,Udang Goreng,hewani,300,884.68,87.65
239,Telur Bebek Kuah,hewani,100,167.9,16.33
239,Telur Bebek Kuah,hewani,200,463.55,42.77
239,Telur Bebek Kuah,hewani,300,851.4,65.62
240,Sate Padang Balado,hewani,100,238.57,29.94
240,Sate Padang Balado,hewani,200,447.78,32.14
240,Sate Padang Balado,hewani,300,899.58,82.8
241,Abon Sapi Sambal,hewani,100,223.53,16.9
241,Abon Sapi Sambal,hewani,200,389.85,37.68
241,Abon Sapi Sambal,hewani,300,879.14,77.99
242,Paru Sapi Bakar,hewani,100,180.51,24.83
242,Paru Sapi Bakar,hewani,200,377.72,54.4
242,Paru Sapi Bakar,hewani,300,785.79,87.45
243,Susu Kambing Kuah,hewani,100,201.12,24.92
243,Susu Kambing Kuah,hewani,200,596.19,56.62
243,Susu Kambing Kuah,hewani,300,845.84,48.35
244,Bakso Sapi Sambal,hewani,100,174.17,21.85
244,Bakso Sapi Sambal,hewani,200,310.41,42.32
244,Bakso Sapi Sambal,hewani,300,578.92,67.94
245,Sate Padang Kuah,hewani,100,211.67,17.93
245,Sate Padang Kuah,hewani,200,443.38,59.78
245,Sate Padang Kuah,hewani,300,764.37,64.06
246,Tongseng Kecap,hewani,100,150.35,23.94
246,Tongseng Kecap,hewani,200,513.76,48.41
246,Tongseng Kecap,hewani,300,570.04,78.02
247,Telur Puyuh Tumis,hewani,100,194.25,24.69
247,Telur Puyuh Tumis,hewani,200,495.85,48.77
247,Telur Puyuh Tumis,hewani,300,772.96,52.13
248,Susu Sapi Kecap,hewani,100,173.58,23.77
248,Susu Sapi Kecap,hewani,200,587.52,52.46
248,Susu Sapi Kecap,hewani,300,550.43,68.2
249,Bakso Sapi Balado,hewani,100,209.3,26.81
249,Bakso Sapi Balado,hewani,200,469.53,43.12
249,Bakso Sapi Balado,hewani,300,820.42,80.28
250,Ayam Kampung Rebus,hewani,100,251.29,26.41
250,Ayam Kampung Rebus,hewani,200,445.87,52.11
250,Ayam Kampung Rebus,hewani,300,840.62,68.38
251,Empal Gepuk Bakar,hewani,100,283.94,25.53
251,Empal Gepuk Bakar,hewani,200,425.06,52.18
251,Empal Gepuk Bakar,hewani,300,469.1,85.01
252,Sop Buntut Rebus,hewani,100,242.3,25.45
252,Sop Buntut Rebus,hewani,200,550.31,57.64
252,Sop Buntut Rebus,hewani,300,869.94,79.93
253,Kepiting Kuah,hewani,100,205.86,26.77
253,Kepiting Kuah,hewani,200,511.08,55.42
253,Kepiting Kuah,hewani,300,577.42,49.26
254,Abon Sapi Kecap,hewani,100,162.03,22.19
254,Abon Sapi Kecap,hewani,200,456.5,49.11
254,Abon Sapi Kecap,hewani,300,626.56,48.28
255,Ikan Bandeng Rebus,hewani,100,178.83,28.9
255,Ikan Bandeng Rebus,hewani,200,465.39,59.46
255,Ikan Bandeng Rebus,hewani,300,878.33,67.4
256,Susu Kambing Goreng,hewani,100,248.32,15.49
256,Susu Kambing Goreng,hewani,200,414.56,46.86
256,Susu Kambing Goreng,hewani,300,564.23,89.96
257,Tongseng Rebus,hewani,100,227.96,18.39
257,Tongseng Rebus,hewani,200,466.23,50.16
257,Tongseng Rebus,hewani,300,837.44,88.71
258,Telur Puyuh Goreng,hewani,100,188.74,18.37
258,Telur Puyuh Goreng,hewani,200,461.85,44.17
258,Telur Puyuh Goreng,hewani,300,632.06,54.03
259,Sop Buntut Goreng,hewani,100,205.61,29.93
259,Sop Buntut Goreng,hewani,200,358.84,30.71
259,Sop Buntut Goreng,hewani,300,862.02,82.41
260,Ayam Penyet Kuah,hewani,100,162.12,21.38
260,Ayam Penyet Kuah,hewani,200,530.8,59.38
260,Ayam Penyet Kuah,hewani,300,751.56,75.5
261,Susu Sapi Tumis,hewani,100,281.92,27.72
261,Susu Sapi Tumis,hewani,200,411.1,59.91
261,Susu Sapi Tumis,hewani,300,745.32,53.14
262,Ayam Goreng Balado,hewani,100,250.05,22.22
262,Ayam Goreng Balado,hewani,200,348.84,31.24
262,Ayam Goreng Balado,hewani,300,460.18,48.41
263,Ayam Goreng Tumis,hewani,100,215.01,25.65
263,Ayam Goreng Tumis,hewani,200,391.74,50.57
263,Ayam Goreng Tumis,hewani,300,862.85,77.22
264,Telur Bebek Kecap,hewani,100,191.68,15.53
264,Telur Bebek Kecap,hewani,200,356.42,35.46
264,Telur Bebek Kecap,hewani,300,701.88,81.02
265,Pepes Ikan Rebus,hewani,100,298.84,18.69
265,Pepes Ikan Rebus,hewani,200,552.03,33.02
265,Pepes Ikan Rebus,hewani,300,609.0,49.63
266,Ayam Geprek Balado,hewani,100,179.76,28.96
266,Ayam Geprek Balado,hewani,200,385.4,42.4
266,Ayam Geprek Balado,hewani,300,613.8,68.25
267,Ikan Lele Rebus,hewani,100,210.34,16.2
267,Ikan Lele Rebus,hewani,200,589.92,53.59
267,Ikan Lele Rebus,hewani,300,628.68,75.29
268,Kerang Saus Padang Bakar,hewani,100,171.45,22.78
268,Kerang Saus Padang Bakar,hewani,200,357.76,38.32
268,Kerang Saus Padang Bakar,hewani,300,809.33,66.74
269,Kerang Dara Kecap,hewani,100,259.56,28.05
269,Kerang Dara Kecap,hewani,200,554.49,56.51
269,Kerang Dara Kecap,hewani,300,830.52,85.85
270,Hati Ayam Kuah,hewani,100,277.89,26.69
270,Hati Ayam Kuah,hewani,200,384.29,46.55
270,Hati Ayam Kuah,hewani,300,636.15,83.34
271,Semur Daging Bakar,hewani,100,159.16,17.03
271,Semur Daging Bakar,hewani,200,510.77,58.44
271,Semur Daging Bakar,hewani,300,729.49,73.65
272,Ikan Lele Balado,hewani,100,222.96,22.16
272,Ikan Lele Balado,hewani,200,382.22,44.71
272,Ikan Lele Balado,hewani,300,467.07,49.32
273,Ikan Bakar Sambal,hewani,100,226.88,18.53
273,Ikan Bakar Sambal,hewani,200,512.44,51.09
273,Ikan Bakar Sambal,hewani,300,787.6,59.24
274,Telur Bebek Balado,hewani,100,222.66,15.42
274,Telur Bebek Balado,hewani,200,346.33,48.54
274,Telur Bebek Balado,hewani,300,805.56,82.47
275,Udang Sambal,hewani,100,266.08,20.6
275,Udang Sambal,hewani,200,444.83,57.5
275,Udang Sambal,hewani,300,552.91,72.09
276,Ayam Geprek Bakar,hewani,100,162.86,26.51
276,Ayam Geprek Bakar,hewani,200,391.07,53.07
276,Ayam Geprek Bakar,hewani,300,715.56,79.91
277,Sop Buntut Kuah,hewani,100,201.91,18.79
277,Sop Buntut Kuah,hewani,200,325.66,59.33
277,Sop Buntut Kuah,hewani,300,765.67,65.99
278,Ikan Teri Balado,hewani,100,210.29,28.06
278,Ikan Teri Balado,hewani,200,580.01,55.53
278,Ikan Teri Balado,hewani,300,720.14,71.98
279,Ayam Goreng Sambal,hewani,100,194.29,17.99
279,Ayam Goreng Sambal,hewani,200,510.11,48.49
279,Ayam Goreng Sambal,hewani,300,508.19,57.31
280,Telur Bebek Rebus,hewani,100,228.38,24.42
280,Telur Bebek Rebus,hewani,200,420.8,38.45
280,Telur Bebek Rebus,hewani,300,850.48,82.99
281,Rendang Rebus,hewani,100,272.87,23.31
281,Rendang Rebus,hewani,200,413.99,56.97
281,Rendang Rebus,hewani,300,514.48,87.55
282,Semur Daging Goreng,hewani,100,255.13,18.87
282,Semur Daging Goreng,hewani,200,536.42,34.98
282,Semur Daging Goreng,hewani,300,504.04,65.52
283,Pepes Ikan Goreng,hewani,100,166.58,18.96
283,Pepes Ikan Goreng,hewani,200,327.21,53.5
283,Pepes Ikan Goreng,hewani,300,657.93,63.32
284,Telur Ayam Bakar,hewani,100,225.92,21.17
284,Telur Ayam Bakar,hewani,200,567.56,38.61
284,Telur Ayam Bakar,hewani,300,807.16,67.46
285,Ikan Gurame Kecap,hewani,100,213.86,19.03
285,Ikan Gurame Kecap,hewani,200,441.08,49.14
285,Ikan Gurame Kecap,hewani,300,656.66,68.12
286,Sate Padang Kecap,hewani,100,216.37,24.74
286,Sate Padang Kecap,hewani,200,397.94,48.69
286,Sate Padang Kecap,hewani,300,788.37,67.4
287,Ayam Broiler Bakar,hewani,100,226.54,29.3
287,Ayam Broiler Bakar,hewani,200,417.3,42.98
287,Ayam Broiler Bakar,hewani,300,521.31,51.33
288,Hati Ayam Kecap,hewani,100,169.44,22.67
288,Hati Ayam Kecap,hewani,200,416.75,33.59
288,Hati Ayam Kecap,hewani,300,768.26,51.11
289,Telur Dadar Padang Sambal,hewani,100,273.57,20.73
289,Telur Dadar Padang Sambal,hewani,200,406.1,54.75
289,Telur Dadar Padang Sambal,hewani,300,626.15,75.75
290,Empal Gepuk Kuah,hewani,100,165.61,28.26
290,Empal Gepuk Kuah,hewani,200,550.77,46.76
290,Empal Gepuk Kuah,hewani,300,623.97,74.54
291,Telur Bebek Bakar,hewani,100,171.1,29.01
291,Telur Bebek Bakar,hewani,200,428.13,32.63
291,Telur Bebek Bakar,hewani,300,708.2,78.19
292,Ikan Asin Jambal Kecap,hewani,100,235.53,27.29
292,Ikan Asin Jambal Kecap,hewani,200,490.13,45.57
292,Ikan Asin Jambal Kecap,hewani,300,647.33,83.6
293,Daging Sapi Tumis,hewani,100,186.36,17.89
293,Daging Sapi Tumis,hewani,200,487.54,30.18
293,Daging Sapi Tumis,hewani,300,474.28,58.52
294,Ayam Bakar Rebus,hewani,100,294.98,18.84
294,Ayam Bakar Rebus,hewani,200,578.16,33.14
294,Ayam Bakar Rebus,hewani,300,787.77,73.3
295,Ikan Gurame Sambal,hewani,100,272.62,20.79
295,Ikan Gurame Sambal,hewani,200,538.05,34.18
295,Ikan Gurame Sambal,hewani,300,656.67,46.77
296,Ikan Bakar Rebus,hewani,100,163.26,17.67
296,Ikan Bakar Rebus,hewani,200,381.37,42.74
296,Ikan Bakar Rebus,hewani,300,561.51,81.29
297,Pindang Patin Kecap,hewani,100,269.14,24.06
297,Pindang Patin Kecap,hewani,200,501.06,50.01
297,Pindang Patin Kecap,hewani,300,483.52,51.12
298,Kerang Dara Balado,hewani,100,211.04,18.85
298,Kerang Dara Balado,hewani,200,345.33,48.48
298,Kerang Dara Balado,hewani,300,704.59,77.51
299,Susu Sapi Goreng,hewani,100,219.96,22.39
299,Susu Sapi Goreng,hewani,200,518.56,52.68
299,Susu Sapi Goreng,hewani,300,808.29,59.4
300,Susu Kambing Rebus,hewani,100,275.12,26.39
300,Susu Kambing Rebus,hewani,200,531.4,56.05
300,Susu Kambing Rebus,hewani,300,684.75,81.88
301,Telur Dadar Padang Balado,hewani,100,181.23,28.02
301,Telur Dadar Padang Balado,hewani,200,545.76,51.84
301,Telur Dadar Padang Balado,hewani,300,506.81,62.36
302,Ikan Bakar Goreng,hewani,100,220.13,17.3
302,Ikan Bakar Goreng,hewani,200,471.84,35.48
302,Ikan Bakar Goreng,hewani,300,893.2,72.4
303,Sate Ayam Sambal,hewani,100,154.35,26.3
303,Sate Ayam Sambal,hewani,200,500.78,57.69
303,Sate Ayam Sambal,hewani,300,573.2,70.35
304,Ayam Broiler Sambal,hewani,100,155.46,22.04
304,Ayam Broiler Sambal,hewani,200,560.17,31.38
304,Ayam Broiler Sambal,hewani,300,461.31,59.75
305,Ikan Mujair Goreng,hewani,100,167.1,27.77
305,Ikan Mujair Goreng,hewani,200,575.43,47.66
305,Ikan Mujair Goreng,hewani,300,715.19,61.01
306,Ikan Asin Jambal Goreng,hewani,100,179.4,20.75
306,Ikan Asin Jambal Goreng,hewani,200,305.53,37.28
306,Ikan Asin Jambal Goreng,hewani,300,838.47,66.5
307,Soto Betawi Bakar,hewani,100,279.43,20.83
307,Soto Betawi Bakar,hewani,200,504.85,50.27
307,Soto Betawi Bakar,hewani,300,882.48,82.81
308,Ikan Teri Sambal,hewani,100,254.51,28.61
308,Ikan Teri Sambal,hewani,200,451.17,40.77
308,Ikan Teri Sambal,hewani,300,532.86,65.84
309,Telur Puyuh Kuah,hewani,100,283.04,24.72
309,Telur Puyuh Kuah,hewani,200,521.32,35.55
309,Telur Puyuh Kuah,hewani,300,626.76,75.38
310,Opor Ayam Kuah,hewani,100,159.26,16.98
310,Opor Ayam Kuah,hewani,200,482.3,50.25
310,Opor Ayam Kuah,hewani,300,530.36,67.63
311,Pindang Patin Bakar,hewani,100,265.63,28.0
311,Pindang Patin Bakar,hewani,200,501.61,56.75
311,Pindang Patin Bakar,hewani,300,854.15,83.23
312,Empal Gepuk Sambal,hewani,100,164.55,28.81
312,Empal Gepuk Sambal,hewani,200,380.66,39.17
312,Empal Gepuk Sambal,hewani,300,479.33,58.27
313,Ikan Teri Goreng,hewani,100,270.61,18.41
313,Ikan Teri Goreng,hewani,200,400.39,54.83
313,Ikan Teri Goreng,hewani,300,680.79,61.04
314,Pepes Ikan Balado,hewani,100,236.24,19.23
314,Pepes Ikan Balado,hewani,200,422.99,41.55
314,Pepes Ikan Balado,hewani,300,827.05,80.89
315,Udang Bakar,hewani,100,227.25,23.19
315,Udang Bakar,hewani,200,359.93,43.09
315,Udang Bakar,hewani,300,649.9,45.5
316,Telur Dadar Padang Kuah,hewani,100,173.6,28.56
316,Telur Dadar Padang Kuah,hewani,200,582.18,41.8
316,Telur Dadar Padang Kuah,hewani,300,770.23,60.57
317,Rendang Goreng,hewani,100,236.85,18.69
317,Rendang Goreng,hewani,200,340.09,30.4
317,Rendang Goreng,hewani,300,455.52,87.57
318,Abon Sapi Tumis,hewani,100,158.04,19.77
318,Abon Sapi Tumis,hewani,200,531.69,58.32
318,Abon Sapi Tumis,hewani,300,540.56,62.15
319,Ayam Broiler Tumis,hewani,100,295.22,22.66
319,Ayam Broiler Tumis,hewani,200,405.42,31.77
319,Ayam Broiler Tumis,hewani,300,661.66,86.76
320,Abon Sapi Bakar,hewani,100,245.9,21.3
320,Abon Sapi Bakar,hewani,200,333.14,45.04
320,Abon Sapi Bakar,hewani,300,805.92,73.73
321,Bakso Sapi Bakar,hewani,100,203.84,26.17
321,Bakso Sapi Bakar,hewani,200,486.37,38.32
321,Bakso Sapi Bakar,hewani,300,604.06,61.62
322,Ikan Bakar Kecap,hewani,100,248.43,21.58
322,Ikan Bakar Kecap,hewani,200,409.5,49.2
322,Ikan Bakar Kecap,hewani,300,721.79,68.61
323,Hati Ayam Balado,hewani,100,267.48,23.27
323,Hati Ayam Balado,hewani,200,365.16,48.14
323,Hati Ayam Balado,hewani,300,736.51,64.07
324,Cumi Kecap,hewani,100,169.42,18.71
324,Cumi Kecap,hewani,200,552.86,54.55
324,Cumi Kecap,hewani,300,846.64,64.5
325,Bakso Sapi Goreng,hewani,100,234.23,24.23
325,Bakso Sapi Goreng,hewani,200,452.87,41.21
325,Bakso Sapi Goreng,hewani,300,696.59,68.01
326,Ikan Bandeng Kuah,hewani,100,208.42,28.58
326,Ikan Bandeng Kuah,hewani,200,371.69,41.61
326,Ikan Bandeng Kuah,hewani,300,892.96,74.16
327,Ayam Broiler Rebus,hewani,100,164.18,21.7
327,Ayam Broiler Rebus,hewani,200,426.03,35.04
327,Ayam Broiler Rebus,hewani,300,586.52,87.08
328,Cumi Goreng Tepung Kecap,hewani,100,175.25,29.33
328,Cumi Goreng Tepung Kecap,hewani,200,526.38,31.04
328,Cumi Goreng Tepung Kecap,hewani,300,848.53,62.13
329,Cumi Goreng Tepung Kuah,hewani,100,174.71,21.76
329,Cumi Goreng Tepung Kuah,hewani,200,555.03,52.87
329,Cumi Goreng Tepung Kuah,hewani,300,686.68,50.15
330,Ayam Geprek Sambal,hewani,100,257.64,25.48
