No,nama_makanan,kategori,berat_gr,kalori,protein
170,Daun Pepaya Balado,nabati,200,155.14,4.01
170,Daun Pepaya Balado,nabati,300,252.93,18.61
171,Kubis Santan,nabati,100,93.47,2.16
171,Kubis Santan,nabati,200,131.75,17.82
171,Kubis Santan,nabati,300,363.7,14.25
172,Labu Siam Bening,nabati,100,127.18,6.73
172,Labu Siam Bening,nabati,200,244.16,18.17
172,Labu Siam Bening,nabati,300,187.57,24.78
173,Sayur Lodeh Tumis,nabati,100,78.69,8.34
173,Sayur Lodeh Tumis,nabati,200,149.22,18.6
173,Sayur Lodeh Tumis,nabati,300,353.4,19.69
174,Sambal Goreng Kentang Santan,nabati,100,110.6,2.78
174,Sambal Goreng Kentang Santan,nabati,200,165.65,4.65
174,Sambal Goreng Kentang Santan,nabati,300,275.42,18.67
175,Oyong Tumis,nabati,100,144.56,8.0
175,Oyong Tumis,nabati,200,252.9,14.79
175,Oyong Tumis,nabati,300,378.39,22.21
176,Kubis Bening,nabati,100,103.66,2.12
176,Kubis Bening,nabati,200,293.7,19.97
176,Kubis Bening,nabati,300,355.0,7.14
177,Terong Tumis,nabati,100,125.45,8.61
177,Terong Tumis,nabati,200,171.52,12.22
177,Terong Tumis,nabati,300,185.1,18.29
178,Kacang Panjang Balado,nabati,100,135.58,8.19
178,Kacang Panjang Balado,nabati,200,140.6,9.87
178,Kacang Panjang Balado,nabati,300,323.84,7.57
179,Kacang Hijau Kuah,nabati,100,64.72,4.53
179,Kacang Hijau Kuah,nabati,200,119.16,9.5
179,Kacang Hijau Kuah,nabati,300,353.95,13.76
180,Keripik Singkong Santan,nabati,100,122.67,6.08
180,Keripik Singkong Santan,nabati,200,172.41,13.03
180,Keripik Singkong Santan,nabati,300,444.53,22.56
181,Gado-Gado Tumis,nabati,100,100.8,9.92
181,Gado-Gado Tumis,nabati,200,263.33,18.96
181,Gado-Gado Tumis,nabati,300,416.17,10.95
182,Jagung Manis Rebus,nabati,100,103.85,5.66
182,Jagung Manis Rebus,nabati,200,201.77,5.81
182,Jagung Manis Rebus,nabati,300,410.51,7.89
183,Tumis Pare Santan,nabati,100,66.83,4.06
183,Tumis Pare Santan,nabati,200,164.69,8.7
183,Tumis Pare Santan,nabati,300,405.01,24.48
184,Lontong Sayur Sayur,nabati,100,133.06,2.57
184,Lontong Sayur Sayur,nabati,200,119.98,17.28
184,Lontong Sayur Sayur,nabati,300,403.56,22.19
185,Tumis Toge Kuah,nabati,100,70.27000000000001,9.12
185,Tumis Toge Kuah,nabati,200,281.49,5.0
185,Tumis Toge Kuah,nabati,300,271.39,11.21
186,Bayam Kuah,nabati,100,117.39,7.69
186,Bayam Kuah,nabati,200,260.98,6.82
186,Bayam Kuah,nabati,300,333.68,24.14
187,Sayur Bayam Santan,nabati,100,108.44,3.55
187,Sayur Bayam Santan,nabati,200,289.43,12.06
187,Sayur Bayam Santan,nabati,300,295.54,29.43
188,Kentang Bening,nabati,100,134.87,8.59
188,Kentang Bening,nabati,200,296.84,12.54
188,Kentang Bening,nabati,300,247.03,26.77
189,Sayur Lodeh Balado,nabati,100,121.33,7.21
189,Sayur Lodeh Balado,nabati,200,175.52,4.99
189,Sayur Lodeh Balado,nabati,300,299.27,16.8
190,Kacang Merah Sayur,nabati,100,118.88,3.17
190,Kacang Merah Sayur,nabati,200,109.56,19.72
190,Kacang Merah Sayur,nabati,300,162.49,27.27
191,Pecel Sayur,nabati,100,114.27,3.76
191,Pecel Sayur,nabati,200,133.71,19.66
191,Pecel Sayur,nabati,300,163.64,17.66
192,Sawi Putih Goreng,nabati,100,74.97,7.08
192,Sawi Putih Goreng,nabati,200,241.5,19.63
192,Sawi Putih Goreng,nabati,300,413.74,26.9
193,Jengkol Kuah,nabati,100,124.81,6.56
193,Jengkol Kuah,nabati,200,199.11,8.32
193,Jengkol Kuah,nabati,300,253.99,13.5
194,Sayur Daun Singkong Balado,nabati,100,94.08,7.08
194,Sayur Daun Singkong Balado,nabati,200,148.56,14.56
194,Sayur Daun Singkong Balado,nabati,300,201.09,9.88
195,Keripik Singkong Bening,nabati,100,75.66,5.43
195,Keripik Singkong Bening,nabati,200,125.83,17.93
195,Keripik Singkong Bening,nabati,300,442.61,20.96
196,Singkong Balado,nabati,100,98.34,9.12
196,Singkong Balado,nabati,200,207.74,7.96
196,Singkong Balado,nabati,300,200.72,19.63
197,Daun Bawang Tumis,nabati,100,79.78,4.23
197,Daun Bawang Tumis,nabati,200,243.39,18.12
197,Daun Bawang Tumis,nabati,300,378.29,15.76
198,Tumis Toge Balado,nabati,100,120.28,2.56
198,Tumis Toge Balado,nabati,200,176.78,16.14
198,Tumis Toge Balado,nabati,300,217.18,28.35
199,Talas Sayur,nabati,100,83.67,2.97
199,Talas Sayur,nabati,200,178.0,4.61
199,Talas Sayur,nabati,300,270.07,26.33
200,Kangkung Balado,nabati,100,76.49,9.34
200,Kangkung Balado,nabati,200,175.66,8.14
200,Kangkung Balado,nabati,300,378.28,10.49
201,Wortel Santan,nabati,100,85.36,3.97
201,Wortel Santan,nabati,200,184.44,11.01
201,Wortel Santan,nabati,300,202.09,26.32
202,Buncis Tumis,nabati,100,129.3,9.6
202,Buncis Tumis,nabati,200,118.53,16.4
202,Buncis Tumis,nabati,300,174.98,14.35
203,Toge Goreng,nabati,100,65.41,9.28
203,Toge Goreng,nabati,200,279.25,19.03
203,Toge Goreng,nabati,300,259.18,28.57
204,Tahu Isi Rebus,nabati,100,114.45,2.1
204,Tahu Isi Rebus,nabati,200,141.03,9.88
204,Tahu Isi Rebus,nabati,300,228.24,18.65
205,Tumis Buncis Bening,nabati,100,76.31,9.04
205,Tumis Buncis Bening,nabati,200,132.43,17.27
205,Tumis Buncis Bening,nabati,300,230.08,9.13
206,Keripik Singkong Tumis,nabati,100,132.15,4.31
206,Keripik Singkong Tumis,nabati,200,228.95,8.21
206,Keripik Singkong Tumis,nabati,300,372.26,23.67
207,Keripik Bayam Bening,nabati,100,141.01,3.17
207,Keripik Bayam Bening,nabati,200,298.83,9.91
207,Keripik Bayam Bening,nabati,300,422.89,28.6
208,Tumis Kangkung Kuah,nabati,100,145.81,4.03
208,Tumis Kangkung Kuah,nabati,200,189.29,12.67
208,Tumis Kangkung Kuah,nabati,300,198.39,29.19
209,Jengkol Sayur,nabati,100,87.22,5.89
209,Jengkol Sayur,nabati,200,266.78,7.63
209,Jengkol Sayur,nabati,300,394.14,14.51
210,Sawi Hijau Balado,nabati,100,138.13,8.55
210,Sawi Hijau Balado,nabati,200,151.9,10.5
210,Sawi Hijau Balado,nabati,300,313.58,29.74
211,Rebung Bening,nabati,100,112.47,5.61
211,Rebung Bening,nabati,200,290.29,11.62
211,Rebung Bening,nabati,300,217.81,10.41
212,Gado-Gado Goreng,nabati,100,100.64,2.98
212,Gado-Gado Goreng,nabati,200,155.21,12.19
212,Gado-Gado Goreng,nabati,300,382.35,26.62
213,Buncis Balado,nabati,100,119.96,4.15
213,Buncis Balado,nabati,200,193.15,19.14
213,Buncis Balado,nabati,300,361.25,6.04
214,Sayur Labu Kuah,nabati,100,148.59,2.7
214,Sayur Labu Kuah,nabati,200,161.5,4.14
214,Sayur Labu Kuah,nabati,300,347.84,16.92
215,Pakcoy Kuah,nabati,100,92.87,3.56
215,Pakcoy Kuah,nabati,200,138.41,14.92
215,Pakcoy Kuah,nabati,300,322.15,15.66
216,Singkong Santan,nabati,100,67.99000000000001,3.11
216,Singkong Santan,nabati,200,204.0,10.35
216,Singkong Santan,nabati,300,332.11,14.93
217,Keripik Singkong Rebus,nabati,100,118.69,5.44
217,Keripik Singkong Rebus,nabati,200,139.82,6.39
217,Keripik Singkong Rebus,nabati,300,249.89,11.04
218,Pakcoy Sayur,nabati,100,63.08,7.53
218,Pakcoy Sayur,nabati,200,127.84,11.79
218,Pakcoy Sayur,nabati,300,247.51,27.72
219,Sayur Bayam Kuah,nabati,100,89.81,3.05
219,Sayur Bayam Kuah,nabati,200,293.01,9.64
219,Sayur Bayam Kuah,nabati,300,309.57,13.33
220,Kangkung Sayur,nabati,100,65.37,2.03
220,Kangkung Sayur,nabati,200,181.89,10.26
220,Kangkung Sayur,nabati,300,299.36,13.91
221,Bayam Bening,nabati,100,114.46,5.29
221,Bayam Bening,nabati,200,166.03,15.27
221,Bayam Bening,nabati,300,308.38,10.99
222,Tumis Kangkung Tumis,nabati,100,134.97,6.68
222,Tumis Kangkung Tumis,nabati,200,171.07,11.64
222,Tumis Kangkung Tumis,nabati,300,214.38,13.09
223,Sayur Labu Tumis,nabati,100,99.79,6.33
223,Sayur Labu Tumis,nabati,200,215.01,15.61
223,Sayur Labu Tumis,nabati,300,201.57,29.84
224,Perkedel Kentang Santan,nabati,100,83.68,9.11
224,Perkedel Kentang Santan,nabati,200,235.92,16.52
224,Perkedel Kentang Santan,nabati,300,290.98,26.92
225,Rebung Rebus,nabati,100,138.98,6.65
225,Rebung Rebus,nabati,200,296.32,14.86
225,Rebung Rebus,nabati,300,402.47,28.09
226,Lontong Sayur Tumis,nabati,100,111.96,3.71
226,Lontong Sayur Tumis,nabati,200,202.2,12.7
226,Lontong Sayur Tumis,nabati,300,354.32,10.45
227,Sayur Asem Tumis,nabati,100,112.06,6.79
227,Sayur Asem Tumis,nabati,200,285.83,13.49
227,Sayur Asem Tumis,nabati,300,325.5,10.37
228,Daun Pepaya Kuah,nabati,100,129.9,9.31
228,Daun Pepaya Kuah,nabati,200,285.28,17.17
228,Daun Pepaya Kuah,nabati,300,188.19,26.9
229,Kacang Hijau Bening,nabati,100,96.82,5.42
229,Kacang Hijau Bening,nabati,200,283.33,8.2
229,Kacang Hijau Bening,nabati,300,246.34,27.44
230,Tahu Isi Balado,nabati,100,82.35,4.66
230,Tahu Isi Balado,nabati,200,250.94,18.08
230,Tahu Isi Balado,nabati,300,290.98,19.06
231,Bayam Tumis,nabati,100,85.64,6.63
231,Bayam Tumis,nabati,200,113.88,6.24
231,Bayam Tumis,nabati,300,322.82,11.78
232,Terong Santan,nabati,100,117.91,4.03
232,Terong Santan,nabati,200,114.68,4.69
232,Terong Santan,nabati,300,292.26,6.55
233,Kacang Hijau Balado,nabati,100,110.45,6.44
233,Kacang Hijau Balado,nabati,200,216.56,7.37
233,Kacang Hijau Balado,nabati,300,387.95,13.57
234,Sayur Asem Balado,nabati,100,82.9,9.32
234,Sayur Asem Balado,nabati,200,183.34,17.23
234,Sayur Asem Balado,nabati,300,426.64,13.99
235,Kubis Sayur,nabati,100,95.71,9.1
235,Kubis Sayur,nabati,200,127.71,15.95
235,Kubis Sayur,nabati,300,425.96,27.49
236,Kacang Panjang Bening,nabati,100,106.54,4.04
236,Kacang Panjang Bening,nabati,200,187.68,5.05
236,Kacang Panjang Bening,nabati,300,246.26,29.5
237,Sayur Labu Rebus,nabati,100,90.62,7.55
237,Sayur Labu Rebus,nabati,200,166.57,19.2
237,Sayur Labu Rebus,nabati,300,182.88,6.5
238,Oyong Sayur,nabati,100,70.72999999999999,6.43
238,Oyong Sayur,nabati,200,270.95,11.92
238,Oyong Sayur,nabati,300,385.01,10.13
239,Sayur Daun Singkong Tumis,nabati,100,113.54,3.23
239,Sayur Daun Singkong Tumis,nabati,200,288.52,9.75
239,Sayur Daun Singkong Tumis,nabati,300,424.2,11.15
240,Bakwan Jagung Santan,nabati,100,94.2,2.42
240,Bakwan Jagung Santan,nabati,200,102.91,16.97
240,Bakwan Jagung Santan,nabati,300,264.58,18.42
241,Daun Singkong Balado,nabati,100,120.77,2.84
241,Daun Singkong Balado,nabati,200,171.04,5.17
241,Daun Singkong Balado,nabati,300,150.07,17.8
242,Keripik Bayam Tumis,nabati,100,77.97,4.76
242,Keripik Bayam Tumis,nabati,200,139.98,15.27
242,Keripik Bayam Tumis,nabati,300,156.83,29.37
243,Petai Kuah,nabati,100,90.66,8.87
243,Petai Kuah,nabati,200,212.41,5.91
243,Petai Kuah,nabati,300,188.42,25.01
244,Urap Sayur Balado,nabati,100,95.83,5.76
244,Urap Sayur Balado,nabati,200,264.59,11.18
244,Urap Sayur Balado,nabati,300,190.16,14.53
245,Sayur Nangka Bening,nabati,100,94.17,4.75
245,Sayur Nangka Bening,nabati,200,173.34,13.9
245,Sayur Nangka Bening,nabati,300,311.87,29.52
246,Sawi Hijau Goreng,nabati,100,149.9,5.02
246,Sawi Hijau Goreng,nabati,200,286.72,5.99
246,Sawi Hijau Goreng,nabati,300,296.39,15.64
247,Sawi Putih Kuah,nabati,100,114.29,6.46
247,Sawi Putih Kuah,nabati,200,172.31,7.01
247,Sawi Putih Kuah,nabati,300,348.25,29.19
248,Labu Siam Rebus,nabati,100,148.11,2.31
248,Labu Siam Rebus,nabati,200,231.12,19.42
248,Labu Siam Rebus,nabati,300,318.17,20.15
249,Keripik Bayam Kuah,nabati,100,82.29,3.64
249,Keripik Bayam Kuah,nabati,200,139.08,13.28
249,Keripik Bayam Kuah,nabati,300,443.07,25.46
250,Tumis Buncis Kuah,nabati,100,100.32,3.31
250,Tumis Buncis Kuah,nabati,200,191.6,4.48
250,Tumis Buncis Kuah,nabati,300,181.24,11.0
251,Capcay Sayur,nabati,100,91.53,5.36
251,Capcay Sayur,nabati,200,139.38,16.94
251,Capcay Sayur,nabati,300,231.8,11.92
252,Tahu Isi Kuah,nabati,100,139.89,9.57
252,Tahu Isi Kuah,nabati,200,264.86,4.79
252,Tahu Isi Kuah,nabati,300,247.54,19.71
253,Jengkol Goreng,nabati,100,120.63,9.13
253,Jengkol Goreng,nabati,200,170.35,4.8
253,Jengkol Goreng,nabati,300,421.29,19.8
254,Gado-Gado Sayur,nabati,100,80.29,4.58
254,Gado-Gado Sayur,nabati,200,276.38,5.87
254,Gado-Gado Sayur,nabati,300,313.61,17.93
255,Perkedel Kentang Goreng,nabati,100,149.53,7.91
255,Perkedel Kentang Goreng,nabati,200,143.23,10.59
255,Perkedel Kentang Goreng,nabati,300,234.32,21.33
256,Capcay Santan,nabati,100,146.01,8.75
256,Capcay Santan,nabati,200,213.92,10.61
256,Capcay Santan,nabati,300,332.44,27.97
257,Urap Sayur Sayur,nabati,100,82.43,4.22
257,Urap Sayur Sayur,nabati,200,247.1,13.36
257,Urap Sayur Sayur,nabati,300,428.53,18.94
258,Oyong Balado,nabati,100,111.58,7.73
258,Oyong Balado,nabati,200,242.05,5.54
258,Oyong Balado,nabati,300,378.4,13.99
259,Kacang Tanah Tumis,nabati,100,148.81,9.35
259,Kacang Tanah Tumis,nabati,200,188.41,4.92
259,Kacang Tanah Tumis,nabati,300,154.41,28.49
260,Sayur Daun Singkong Bening,nabati,100,140.64,6.27
260,Sayur Daun Singkong Bening,nabati,200,226.39,9.96
260,Sayur Daun Singkong Bening,nabati,300,219.21,10.87
261,Oyong Goreng,nabati,100,108.55,8.78
261,Oyong Goreng,nabati,200,142.83,4.39
261,Oyong Goreng,nabati,300,418.87,6.98
262,Gudeg Tumis,nabati,100,77.73,5.37
262,Gudeg Tumis,nabati,200,126.7,17.43
262,Gudeg Tumis,nabati,300,252.57,22.12
263,Kangkung Rebus,nabati,100,72.85,7.33
263,Kangkung Rebus,nabati,200,156.8,5.56
263,Kangkung Rebus,nabati,300,373.27,10.5
264,Sawi Putih Bening,nabati,100,94.09,2.92
264,Sawi Putih Bening,nabati,200,210.8,9.87
264,Sawi Putih Bening,nabati,300,261.24,29.61
265,Jengkol Tumis,nabati,100,141.93,6.21
265,Jengkol Tumis,nabati,200,266.78,12.46
265,Jengkol Tumis,nabati,300,290.95,27.94
266,Keripik Singkong Sayur,nabati,100,140.27,8.22
266,Keripik Singkong Sayur,nabati,200,104.01,16.85
266,Keripik Singkong Sayur,nabati,300,368.14,13.86
267,Kangkung Tumis,nabati,100,81.1,6.22
267,Kangkung Tumis,nabati,200,218.8,10.18
267,Kangkung Tumis,nabati,300,260.57,8.24
268,Sayur Asem Rebus,nabati,100,92.22,2.91
268,Sayur Asem Rebus,nabati,200,194.72,14.01
268,Sayur Asem Rebus,nabati,300,263.63,26.63
269,Bayam Goreng,nabati,100,92.0,5.11
269,Bayam Goreng,nabati,200,140.99,17.55
269,Bayam Goreng,nabati,300,396.71,28.26
270,Toge Balado,nabati,100,95.34,7.71
270,Toge Balado,nabati,200,181.1,10.8
270,Toge Balado,nabati,300,162.32,27.52
271,Tahu Isi Sayur,nabati,100,84.78,9.75
271,Tahu Isi Sayur,nabati,200,148.38,11.76
271,Tahu Isi Sayur,nabati,300,306.13,25.3
272,Rebung Santan,nabati,100,94.87,8.12
272,Rebung Santan,nabati,200,134.85,11.5
272,Rebung Santan,nabati,300,250.06,17.51
273,Buncis Kuah,nabati,100,68.41,5.28
273,Buncis Kuah,nabati,200,291.62,5.07
273,Buncis Kuah,nabati,300,214.26,12.22
274,Tumis Terong Kuah,nabati,100,125.42,8.76
274,Tumis Terong Kuah,nabati,200,195.93,4.65
274,Tumis Terong Kuah,nabati,300,186.07,19.33
275,Singkong Goreng,nabati,100,128.26,6.36
275,Singkong Goreng,nabati,200,276.47,13.39
275,Singkong Goreng,nabati,300,236.21,28.98
276,Bakwan Jagung Bening,nabati,100,116.82,9.12
276,Bakwan Jagung Bening,nabati,200,186.88,9.99
276,Bakwan Jagung Bening,nabati,300,369.48,22.35
277,Daun Pepaya Rebus,nabati,100,145.44,5.33
277,Daun Pepaya Rebus,nabati,200,185.26,17.14
277,Daun Pepaya Rebus,nabati,300,351.27,17.77
278,Talas Tumis,nabati,100,96.93,8.22
278,Talas Tumis,nabati,200,166.01,15.54
278,Talas Tumis,nabati,300,439.58,14.9
279,Kubis Kuah,nabati,100,138.78,4.55
279,Kubis Kuah,nabati,200,123.37,14.26
279,Kubis Kuah,nabati,300,399.15,17.16
280,Daun Bawang Kuah,nabati,100,72.53999999999999,2.24
280,Daun Bawang Kuah,nabati,200,118.37,7.47
280,Daun Bawang Kuah,nabati,300,155.41,20.34
281,Perkedel Kentang Rebus,nabati,100,101.95,9.23
281,Perkedel Kentang Rebus,nabati,200,205.03,5.38
281,Perkedel Kentang Rebus,nabati,300,271.55,6.83
282,Buncis Bening,nabati,100,111.47,6.57
282,Buncis Bening,nabati,200,200.61,7.81
282,Buncis Bening,nabati,300,366.04,16.35
283,Toge Bening,nabati,100,68.91,3.2
283,Toge Bening,nabati,200,287.33,15.61
283,Toge Bening,nabati,300,157.07,12.24
284,Daun Pepaya Sayur,nabati,100,100.86,8.51
284,Daun Pepaya Sayur,nabati,200,150.45,7.96
284,Daun Pepaya Sayur,nabati,300,445.54,13.13
285,Jagung Manis Kuah,nabati,100,144.07,8.22
285,Jagung Manis Kuah,nabati,200,154.76,18.51
285,Jagung Manis Kuah,nabati,300,172.9,22.73
286,Perkedel Kentang Balado,nabati,100,94.87,5.67
286,Perkedel Kentang Balado,nabati,200,110.7,5.95
286,Perkedel Kentang Balado,nabati,300,330.69,28.81
287,Buncis Goreng,nabati,100,74.1,7.17
287,Buncis Goreng,nabati,200,215.6,12.61
287,Buncis Goreng,nabati,300,383.51,11.6
288,Sayur Nangka Balado,nabati,100,74.55,6.41
288,Sayur Nangka Balado,nabati,200,238.69,9.08
288,Sayur Nangka Balado,nabati,300,164.51,24.22
289,Tumis Terong Tumis,nabati,100,63.41,3.39
289,Tumis Terong Tumis,nabati,200,125.27,11.85
289,Tumis Terong Tumis,nabati,300,216.35,13.38
290,Oyong Santan,nabati,100,92.69,2.54
290,Oyong Santan,nabati,200,234.49,8.05
290,Oyong Santan,nabati,300,150.78,7.71
291,Urap Sayur Rebus,nabati,100,118.55,5.0
291,Urap Sayur Rebus,nabati,200,135.82,8.82
291,Urap Sayur Rebus,nabati,300,331.41,16.94
292,Seledri Bening,nabati,100,108.5,4.71
292,Seledri Bening,nabati,200,245.41,16.61
292,Seledri Bening,nabati,300,393.1,12.8
293,Talas Kuah,nabati,100,83.83,6.74
293,Talas Kuah,nabati,200,220.94,14.39
293,Talas Kuah,nabati,300,331.71,11.57
294,Sayur Nangka Rebus,nabati,100,87.97,4.94
294,Sayur Nangka Rebus,nabati,200,269.41,9.78
294,Sayur Nangka Rebus,nabati,300,237.65,18.37
295,Kacang Merah Santan,nabati,100,64.28999999999999,7.03
295,Kacang Merah Santan,nabati,200,194.97,16.17
295,Kacang Merah Santan,nabati,300,369.18,24.88
296,Capcay Bening,nabati,100,145.99,2.46
296,Capcay Bening,nabati,200,223.71,5.61
296,Capcay Bening,nabati,300,431.22,7.69
297,Capcay Kuah,nabati,100,148.93,9.93
297,Capcay Kuah,nabati,200,102.62,10.4
297,Capcay Kuah,nabati,300,225.07,22.19
298,Gudeg Kuah,nabati,100,83.42,9.17
298,Gudeg Kuah,nabati,200,151.48,4.18
298,Gudeg Kuah,nabati,300,305.43,20.21
299,Sayur Labu Sayur,nabati,100,149.82,4.52
299,Sayur Labu Sayur,nabati,200,118.67,6.47
299,Sayur Labu Sayur,nabati,300,402.29,15.26
300,Pakcoy Tumis,nabati,100,101.48,3.47
300,Pakcoy Tumis,nabati,200,235.64,11.11
300,Pakcoy Tumis,nabati,300,240.27,17.58
301,Sayur Nangka Kuah,nabati,100,120.7,3.17
301,Sayur Nangka Kuah,nabati,200,274.06,5.02
301,Sayur Nangka Kuah,nabati,300,328.18,27.45
302,Sawi Putih Santan,nabati,100,76.04,7.95
302,Sawi Putih Santan,nabati,200,297.15,16.25
302,Sawi Putih Santan,nabati,300,296.61,26.5
303,Oseng Tempe Balado,nabati,100,89.07,8.15
303,Oseng Tempe Balado,nabati,200,109.17,19.9
303,Oseng Tempe Balado,nabati,300,258.76,11.0
304,Gudeg Bening,nabati,100,117.27,3.64
304,Gudeg Bening,nabati,200,157.22,11.57
304,Gudeg Bening,nabati,300,441.98,18.01
305,Toge Tumis,nabati,100,86.2,5.97
305,Toge Tumis,nabati,200,259.46,6.84
305,Toge Tumis,nabati,300,198.46,23.99
306,Seledri Tumis,nabati,100,100.3,4.21
306,Seledri Tumis,nabati,200,111.87,18.18
306,Seledri Tumis,nabati,300,160.02,21.05
307,Tumis Pare Goreng,nabati,100,95.24,2.55
307,Tumis Pare Goreng,nabati,200,254.71,4.67
307,Tumis Pare Goreng,nabati,300,255.62,15.84
308,Oseng Tempe Rebus,nabati,100,80.26,2.58
308,Oseng Tempe Rebus,nabati,200,188.02,18.73
308,Oseng Tempe Rebus,nabati,300,175.84,27.08
309,Daun Kelor Santan,nabati,100,88.58,4.44
309,Daun Kelor Santan,nabati,200,117.01,12.85
309,Daun Kelor Santan,nabati,300,414.42,26.3
310,Seledri Santan,nabati,100,141.25,2.82
310,Seledri Santan,nabati,200,239.22,4.38
310,Seledri Santan,nabati,300,253.45,10.02
311,Sayur Asem Bening,nabati,100,117.65,8.65
311,Sayur Asem Bening,nabati,200,140.64,15.78
311,Sayur Asem Bening,nabati,300,419.87,14.24
312,Tumis Buncis Santan,nabati,100,98.72,7.97
312,Tumis Buncis Santan,nabati,200,287.08,8.55
312,Tumis Buncis Santan,nabati,300,282.19,26.68
313,Gado-Gado Balado,nabati,100,72.08,8.61
313,Gado-Gado Balado,nabati,200,167.54,8.25
313,Gado-Gado Balado,nabati,300,426.91,18.09
314,Bakwan Jagung Tumis,nabati,100,99.49,7.78
314,Bakwan Jagung Tumis,nabati,200,233.43,6.77
314,Bakwan Jagung Tumis,nabati,300,230.61,13.41
315,Sayur Nangka Tumis,nabati,100,107.38,4.36
315,Sayur Nangka Tumis,nabati,200,242.11,8.62
315,Sayur Nangka Tumis,nabati,300,176.07,17.76
316,Rebung Balado,nabati,100,98.54,6.51
316,Rebung Balado,nabati,200,196.01,5.04
316,Rebung Balado,nabati,300,229.62,15.15
317,Daun Bawang Rebus,nabati,100,144.9,2.47
317,Daun Bawang Rebus,nabati,200,162.6,9.55
317,Daun Bawang Rebus,nabati,300,313.96,13.07
318,Capcay Tumis,nabati,100,100.71,3.54
318,Capcay Tumis,nabati,200,245.8,7.97
318,Capcay Tumis,nabati,300,440.92,6.32
319,Kacang Panjang Santan,nabati,100,144.01,8.39
319,Kacang Panjang Santan,nabati,200,122.7,17.01
319,Kacang Panjang Santan,nabati,300,287.29,29.75
320,Sayur Daun Singkong Goreng,nabati,100,141.43,3.41
320,Sayur Daun Singkong Goreng,nabati,200,188.57,8.21
320,Sayur Daun Singkong Goreng,nabati,300,151.29,9.41
321,Sayur Lodeh Rebus,nabati,100,106.49,2.2
321,Sayur Lodeh Rebus,nabati,200,223.38,17.62
321,Sayur Lodeh Rebus,nabati,300,237.42,12.03
322,Kacang Merah Kuah,nabati,100,97.48,7.13
322,Kacang Merah Kuah,nabati,200,167.15,6.64
322,Kacang Merah Kuah,nabati,300,407.21,21.75
323,Buncis Santan,nabati,100,96.39,3.01
323,Buncis Santan,nabati,200,214.66,7.52
323,Buncis Santan,nabati,300,248.11,7.07
324,Jagung Manis Tumis,nabati,100,70.57,7.59
324,Jagung Manis Tumis,nabati,200,132.12,12.52
324,Jagung Manis Tumis,nabati,300,433.59,18.93
325,Buncis Sayur,nabati,100,116.41,2.26
325,Buncis Sayur,nabati,200,277.12,19.31
325,Buncis Sayur,nabati,300,432.48,27.76
326,Singkong Tumis,nabati,100,68.4,7.38
326,Singkong Tumis,nabati,200,115.55,4.64
326,Singkong Tumis,nabati,300,321.39,13.14
327,Kacang Panjang Rebus,nabati,100,76.88,3.04
327,Kacang Panjang Rebus,nabati,200,245.38,5.5
327,Kacang Panjang Rebus,nabati,300,353.04,14.73
328,Keripik Singkong Balado,nabati,100,76.1,2.76
328,Keripik Singkong Balado,nabati,200,100.15,5.19
328,Keripik Singkong Balado,nabati,300,373.88,28.71
329,Pecel Tumis,nabati,100,100.64,5.36
329,Pecel Tumis,nabati,200,143.13,15.41
329,Pecel Tumis,nabati,300,277.64,19.3
330,Daun Bawang Goreng,nabati,100,91.08,9.97
330,Daun Bawang Goreng,nabati,200,128.37,18.73
330,Daun Bawang Goreng,nabati,300,448.56,16.38
331,Seledri Sayur,nabati,100,100.79,2.28
331,Seledri Sayur,nabati,200,114.2,17.35
331,Seledri Sayur,nabati,300,160.78,24.39
332,Urap Sayur Bening,nabati,100,128.31,3.25
332,Urap Sayur Bening,nabati,200,262.41,18.85
332,Urap Sayur Bening,nabati,300,277.2,18.02
333,Seledri Rebus,nabati,100,103.77,6.17
333,Seledri Rebus,nabati,200,247.38,5.91
333,Seledri Rebus,nabati,300,215.67,22.02
334,Kacang Tanah Balado,nabati,100,96.91,9.62
334,Kacang Tanah Balado,nabati,200,194.01,17.32
334,Kacang Tanah Balado,nabati,300,435.74,8.0
335,Pakcoy Santan,nabati,100,107.21,8.5
335,Pakcoy Santan,nabati,200,283.92,12.98
335,Pakcoy Santan,nabati,300,296.43,20.96
336,Gado-Gado Santan,nabati,100,66.86,9.62
336,Gado-Gado Santan,nabati,200,285.52,6.22
336,Gado-Gado Santan,nabati,300,174.89,17.05
337,Gudeg Santan,nabati,100,114.47,4.37
337,Gudeg Santan,nabati,200,194.87,9.54
337,Gudeg Santan,nabati,300,345.81,27.16
338,Terong Bening,nabati,100,95.15,6.12
338,Terong Bening,nabati,200,171.03,4.76
338,Terong Bening,nabati,300,428.75,20.03
339,Terong Balado,nabati,100,98.3,2.67
339,Terong Balado,nabati,200,217.11,19.57
339,Terong Balado,nabati,300,233.09,19.15
340,Pecel Rebus,nabati,100,140.83,6.23
340,Pecel Rebus,nabati,200,187.62,13.93
340,Pecel Rebus,nabati,300,389.44,27.58
341,Bayam Sayur,nabati,100,135.21,2.95
341,Bayam Sayur,nabati,200,145.91,11.63
341,Bayam Sayur,nabati,300,289.65,21.95
342,Rebung Tumis,nabati,100,103.88,9.78
342,Rebung Tumis,nabati,200,272.32,16.05
342,Rebung Tumis,nabati,300,305.62,28.9
343,Keripik Bayam Goreng,nabati,100,73.65,5.59
